t,v,y
0.0,5.0,200.0
0.1,3.944113042195638,200.4470956624349
0.2,2.9013425228343506,200.7892598173252
0.30000000000000004,1.8715255069010217,201.02779594479182
0.4,0.8545010824805945,201.16399134015523
0.5,-0.14988966162650152,201.199117293012
0.6000000000000001,-1.1418036635200153,201.1344293081601
0.7000000000000001,-2.121395911780609,200.97116729424485
0.8,-3.088819469690263,200.7105557575221
0.9,-4.044225499148349,200.35380399318677
1.0,-4.987763284290966,199.9021062743277
1.1,-5.91958025481689,199.35664203853509
1.2000000000000002,-6.839822009023764,198.71857607219007
1.3,-7.748632336558129,197.989058692465
1.4000000000000001,-8.646153240882848,197.16922592706274
1.5,-9.532524961465437,196.26019969172347
1.6,-10.40788599569077,195.26308796552613
1.7000000000000002,-11.272373120501566,194.1789849640125
1.8,-12.126121413770079,193.0089713101606
1.9000000000000001,-12.969264275404282,191.75411420323422
2.0,-13.801933448191875,190.41546758553497
2.1,-14.624259038385366,188.9940723070829
2.2,-15.436369536031437,187.49095628825145
2.3000000000000003,-16.23839183504777,185.90713468038211
2.4000000000000004,-17.03045125305049,184.24361002440386
2.5,-17.81267155093529,182.50137240748225
2.6,-18.58517495221532,180.6813996177225
2.7,-19.34808216211887,178.7846572969509
2.8000000000000003,-20.1015123864498,176.81209909159836
2.9000000000000004,-20.845583350213694,174.7646668017095
3.0,-21.580411316012622,172.64329052810092
3.1,-22.30611110221142,170.4488888176913
3.2,-23.02279610087829,168.18236880702625
3.3000000000000003,-23.73057829550253,165.84462636402017
3.4000000000000004,-24.429568278492198,163.43654622793753
3.5,-25.119875268454397,160.95900214763512
3.6,-25.801607127260898,158.41285701808712
3.7,-26.474870376901784,155.7989630152142
3.8000000000000003,-27.13977021612972,153.1181617290377
3.9000000000000004,-27.79641053689748,150.37128429517978
4.0,-28.444893940591268,147.55915152473008
4.1000000000000005,-29.085321754062406,144.6825740324992
4.2,-29.717794045459847,141.74235236367872
4.3,-30.342409639866034,138.73927711892821
4.4,-30.959266134738517,135.67412907790808
4.5,-31.56845991515976,132.54767932127803
4.6000000000000005,-32.1700861688975,129.36068935117996
4.7,-32.764238901278034,126.11391121022423
4.800000000000001,-33.351010949874734,122.80808759899786
4.9,-33.930493999014125,119.44395199211297
5.0,-34.50277859410172,116.02222875281375
5.1000000000000005,-35.067954155769954,112.54363324615962
5.2,-35.626108993850316,109.00887195080252
5.300000000000001,-36.17733032117195,105.4186425693756
5.4,-36.72170426718884,101.77363413751075
5.5,-37.25931589143771,98.07452713150172
5.6000000000000005,-37.79024919682874,94.32199357462999
5.7,-38.31458714277121,90.51669714216975
5.800000000000001,-38.83241165813606,86.65929326508854
5.9,-39.343803654057446,82.75042923245964
6.0,-39.84884303657528,78.79074429260231
6.1000000000000005,-40.3476087191207,74.78086975296567
6.2,-40.84017863484646,70.72142907877175
6.300000000000001,-41.32662974880414,66.61303799043317
6.4,-41.80703806997009,62.45630455976078
6.5,-42.281478663122,58.251829304976056
6.6000000000000005,-42.75002566056791,54.00020528454331
6.7,-43.21275227372953,49.7020181898363
6.800000000000001,-43.6697308045817,45.35784643665367
6.9,-44.121032656949694,40.96826125559763
7.0,-44.56672834766622,36.533826781329864
7.1000000000000005,-45.00688751758983,32.055100140718736
7.2,-45.44157894248643,27.532631539891504
7.300000000000001,-45.87087054377564,22.96696435020514
7.4,-46.294829399143644,18.3586351931492
7.5,-46.71352175302425,13.708174024194046
7.6000000000000005,-47.127013026949676,9.01610421559744
7.7,-47.53536782977282,4.282942638182544
7.800000000000001,-47.9386499677625,-0.49080025789996995
